"eid";"pincode";"location";"area";"target_cost_per_sqft";"stage";"subcat_id";"subcat_name";"SUM(ed.qty)"
"3540";"673001";"Parappil_";"3200";"480.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"4320.00"
"3541";"671124";"Kudlu_";"2660";"0.00";NULL;"115";"Cement";"50.00"
"3541";"671124";"Kudlu_";"2660";"0.00";NULL;"135";"White_Cements_and_Putty";"1.00"
"3541";"671124";"Kudlu_";"2660";"0.00";NULL;"260";"Faucet_and_Shower_Trims";"1.00"
"3542";"673001";"Calicut_";"636";"450.00";NULL;NULL;;"1500.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"135";"White_Cements_and_Putty";"15.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"311";"Common_Consumables";"1219.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"328";"Plywoods";"416.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"329";"Other_Wood_Replacements";"384.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"334";"Veneers_and_Laminates";"640.00"
"3543";"682040";"Nettoor_";"900";"0.00";"Finishing";"335";"Laminate_Flooring";"575.00"
"3544";"695304";"Chirayinkeezhu_";"2000";"1000.00";NULL;"115";"Cement";"100.00"
"3544";"695304";"Chirayinkeezhu_";"2000";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"0.00"
"3544";"695304";"Chirayinkeezhu_";"2000";"1000.00";NULL;"123";"Tiles_-_Vitrified";"0.00"
"3544";"695304";"Chirayinkeezhu_";"2000";"1000.00";NULL;"152";"Electrical_Wires_and_Cables";"6.00"
"3544";"695304";"Chirayinkeezhu_";"2000";"1000.00";NULL;"158";"Wash_Basins_and_Pedestals";"3.00"
"3548";"670307";"Kavvayi_";"2000";"1000.00";NULL;"115";"Cement";"650.00"
"3548";"670307";"Kavvayi_";"2000";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"5000.00"
"3548";"670307";"Kavvayi_";"2000";"1000.00";NULL;"117";"Sand_and_Fine_Aggregates";"1000.00"
"3548";"670307";"Kavvayi_";"2000";"1000.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"800.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";NULL;"Electrical_Wires_and_Cables";"29.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"115";"Cement";"4250.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"116";"Rebars_and_Binding_Wires";"900.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"117";"Sand_and_Fine_Aggregates";"3150.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"119";"Cement_Based_Bricks";"4200.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"123";"Tiles_-_Vitrified";"2000.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"158";"Wash_Basins_and_Pedestals";"5.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"161";"Shower_and_Shower_Accessories";"5.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"168";"Kitchen_Sinks";"1.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"169";"Kitchen_Taps";"0.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"234";"Water_Tanks_and_Storage";"1.00"
"3549";"695102";"Alamcode_";"2300";"1100.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"2500.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"115";"Cement";"1300.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"116";"Rebars_and_Binding_Wires";"8133.50"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"117";"Sand_and_Fine_Aggregates";"41500.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"119";"Cement_Based_Bricks";"32000.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3500.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"259";"Boxes";"110.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"262";"Electrical_Conduits";"450.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"273";"Electrical_Conduit_Fittings";"573.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"310";"Distribution_Boards_and_Enclosures";"1.00"
"3550";"686608";"Chempu_";"3132";"625.00";NULL;"312";"Electrical_Consumables";"7.80"
"3551";"686608";"Chempu_";"485";"0.00";NULL;;;"180.00"
"3551";"686608";"Chempu_";"485";"0.00";NULL;"115";"Cement";"200.00"
"3551";"686608";"Chempu_";"485";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"2000.00"
"3551";"686608";"Chempu_";"485";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"800.00"
"3551";"686608";"Chempu_";"485";"0.00";NULL;"119";"Cement_Based_Bricks";"4850.00"
"3551";"686608";"Chempu_";"485";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"500.00"
"3552";"695582";"Kazhakuttam_";"2000";"0.00";NULL;"115";"Cement";"20.00"
"3552";"695582";"Kazhakuttam_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"10.00"
"3552";"695582";"Kazhakuttam_";"2000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"20.00"
"3552";"695582";"Kazhakuttam_";"2000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"10.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"115";"Cement";"1000.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"116";"Rebars_and_Binding_Wires";"8000.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"117";"Sand_and_Fine_Aggregates";"3600.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"152";"Electrical_Wires_and_Cables";"46.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"20.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"0.00"
"3553";"695011";"Cheruvikkal_";"2000";"1200.00";NULL;"310";"Distribution_Boards_and_Enclosures";"1.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;NULL;"Valves";"105.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"115";"Cement";"50.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"123";"Tiles_-_Vitrified";"110.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"1.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"83.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"30.00"
"3554";"682031";"Ernakulam_High_Court_";"1000";"0.00";NULL;"268";"Pipe_Fittings";"98.00"
"3556";"695013";"Vattiyoorkavu_";"1000";"0.00";NULL;"215";"Roofing_Sheets";"15.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";NULL;"Faucets";"37.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"115";"Cement";"101.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"153";"Electrical_Switches__Sockets_and_Plugs";"5.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"158";"Wash_Basins_and_Pedestals";"2.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"159";"Faucets";"7.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"160";"WCs__Flushing_and_Accessories";"1.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"161";"Shower_and_Shower_Accessories";"10.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"164";"Basin_and_Bathroom_Cabinets";"1.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"169";"Kitchen_Taps";"1.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"236";"Pumps";"1.00"
"3557";"682012";"Pachalam_";"2300";"200.00";"MEP";"334";"Veneers_and_Laminates";"1.00"
"3559";"678612";"Kinavallur_";"1200";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"11.50"
"3561";"686605";"Thalayolaparambu_";"1700";"1000.00";"Yet_to_start";"115";"Cement";"1000.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"115";"Cement";"50.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"116";"Rebars_and_Binding_Wires";"8000.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"117";"Sand_and_Fine_Aggregates";"3200.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"123";"Tiles_-_Vitrified";"0.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"249";"Lamps_";"100.00"
"3562";"673004";"Calicut_City_";"2000";"900.00";NULL;"262";"Electrical_Conduits";"50.00"
"3563";"673014";"Guruvayurappan_College_";"2500";"900.00";NULL;"115";"Cement";"800.00"
"3563";"673014";"Guruvayurappan_College_";"2500";"900.00";NULL;"116";"Rebars_and_Binding_Wires";"8000.00"
"3563";"673014";"Guruvayurappan_College_";"2500";"900.00";NULL;"117";"Sand_and_Fine_Aggregates";"3200.00"
"3567";"673508";"Paleri_";"2950";"0.00";NULL;"115";"Cement";"50.00"
"3567";"673508";"Paleri_";"2950";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"200.00"
"3568";"670307";"Kanayi_";"2200";"820.00";NULL;"115";"Cement";"800.00"
"3568";"670307";"Kanayi_";"2200";"820.00";NULL;"116";"Rebars_and_Binding_Wires";"7555.00"
"3568";"670307";"Kanayi_";"2200";"820.00";NULL;"117";"Sand_and_Fine_Aggregates";"2500.00"
"3568";"670307";"Kanayi_";"2200";"820.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"2100.00"
"3572";"689551";"Otherawest_";"1500";"0.00";NULL;"115";"Cement";"50.00"
"3572";"689551";"Otherawest_";"1500";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"100.00"
"3572";"689551";"Otherawest_";"1500";"0.00";NULL;"119";"Cement_Based_Bricks";"200.00"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"115";"Cement";"100.00"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"116";"Rebars_and_Binding_Wires";"1741.91"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"117";"Sand_and_Fine_Aggregates";"2000.00"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"119";"Cement_Based_Bricks";"1750.00"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"400.00"
"3573";"673010";"Karaparamba_";"2594";"750.00";"Structure";"333";"Clay_and_Laterite_Bricks";"2000.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"123";"Tiles_-_Vitrified";"1500.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"168";"Kitchen_Sinks";"2.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"169";"Kitchen_Taps";"2.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"252";"Fans";"6.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"263";"Chimney";"0.00"
"3574";"689695";"Manchallur_Pathanapuram_";"1500";"1300.00";NULL;"264";"Hob";"0.00"
"3575";"670674";"Kelakam_";"2900";"650.00";"Structure";"115";"Cement";"950.00"
"3575";"670674";"Kelakam_";"2900";"650.00";"Structure";"116";"Rebars_and_Binding_Wires";"11070.00"
"3575";"670674";"Kelakam_";"2900";"650.00";"Structure";"117";"Sand_and_Fine_Aggregates";"3600.00"
"3575";"670674";"Kelakam_";"2900";"650.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"3100.00"
"3576";"670676";"Kadavathur_";"2000";"350.00";"Yet_to_start";;;"89.00"
"3576";"670676";"Kadavathur_";"2000";"350.00";"Yet_to_start";"311";"Common_Consumables";"100.00"
"3576";"670676";"Kadavathur_";"2000";"350.00";"Yet_to_start";"328";"Plywoods";"3200.00"
"3576";"670676";"Kadavathur_";"2000";"350.00";"Yet_to_start";"329";"Other_Wood_Replacements";"0.00"
"3576";"670676";"Kadavathur_";"2000";"350.00";"Yet_to_start";"334";"Veneers_and_Laminates";"1920.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"38.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"259";"Boxes";"55.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"262";"Electrical_Conduits";"195.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"273";"Electrical_Conduit_Fittings";"114.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"310";"Distribution_Boards_and_Enclosures";"2.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"311";"Common_Consumables";"3.00"
"3577";"682005";"Thoppumpady_";"2000";"0.00";NULL;"312";"Electrical_Consumables";"28.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"9.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"160";"WCs__Flushing_and_Accessories";"15.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"161";"Shower_and_Shower_Accessories";"3.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"168";"Kitchen_Sinks";"2.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"260";"Faucet_and_Shower_Trims";"5.00"
"3578";"673579";"Mullankolli_";"2000";"0.00";NULL;"308";"Valves";"10.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;;;"50.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"115";"Cement";"150.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"116";"Rebars_and_Binding_Wires";"1000.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"117";"Sand_and_Fine_Aggregates";"300.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"119";"Cement_Based_Bricks";"2000.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"123";"Tiles_-_Vitrified";"1552.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"137";"Wall_Tiles";"261.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"152";"Electrical_Wires_and_Cables";"5.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"116.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"158";"Wash_Basins_and_Pedestals";"1.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"159";"Faucets";"7.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"160";"WCs__Flushing_and_Accessories";"2.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"161";"Shower_and_Shower_Accessories";"2.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"166";"Other_Bathroom_Fittings";"5.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"168";"Kitchen_Sinks";"1.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"169";"Kitchen_Taps";"1.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"228";"PVC_and_Other_Pipes";"87.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"234";"Water_Tanks_and_Storage";"1.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"252";"Fans";"7.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"650.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"260";"Faucet_and_Shower_Trims";"2.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"262";"Electrical_Conduits";"89.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"268";"Pipe_Fittings";"50.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"271";"Dry_Mix_and_Ready_Mix_Mortar";"6.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"273";"Electrical_Conduit_Fittings";"55.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"281";"Doors";"4.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"306";"Allied_Products";"10.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"307";"Bathroom_Accessories";"4.00"
"3579";"682301";"Tripunithura_";"800";"600.00";NULL;"308";"Valves";"6.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"115";"Cement";"800.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"116";"Rebars_and_Binding_Wires";"2100.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"117";"Sand_and_Fine_Aggregates";"4500.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"119";"Cement_Based_Bricks";"4000.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"3000.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"259";"Boxes";"59.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"262";"Electrical_Conduits";"180.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"273";"Electrical_Conduit_Fittings";"102.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"310";"Distribution_Boards_and_Enclosures";"1.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"311";"Common_Consumables";"8.00"
"3580";"682304";"Maradu_";"2090";"1250.00";"Structure";"312";"Electrical_Consumables";"1.00"
"3582";"679309";"Vilayur_West_";"850";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"9.00"
"3583";"673572";"Karuvampoyil_";"2360";"635.00";"Yet_to_start";"115";"Cement";"944.00"
"3583";"673572";"Karuvampoyil_";"2360";"635.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"9440.00"
"3583";"673572";"Karuvampoyil_";"2360";"635.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"3776.00"
"3583";"673572";"Karuvampoyil_";"2360";"635.00";"Yet_to_start";"119";"Cement_Based_Bricks";"4700.00"
"3583";"673572";"Karuvampoyil_";"2360";"635.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"3186.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;;;"62249.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"115";"Cement";"13250.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"123";"Tiles_-_Vitrified";"159100.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"124";"Tiles_-_Ceramic";"53760.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"33.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"160";"WCs__Flushing_and_Accessories";"37.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"161";"Shower_and_Shower_Accessories";"23.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"168";"Kitchen_Sinks";"13.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"2624.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"234";"Water_Tanks_and_Storage";"2.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"256";"Pavers";"15450.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"268";"Pipe_Fittings";"190.00"
"3584";"671315";"Kanhangad_";"30000";"0.00";NULL;"325";"Ceramic_Wall_Tiles";"20200.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;;;"0.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"115";"Cement";"600.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"6000.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"117";"Sand_and_Fine_Aggregates";"0.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"123";"Tiles_-_Vitrified";"1500.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"152";"Electrical_Wires_and_Cables";"5.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"158";"Wash_Basins_and_Pedestals";"3.00"
"3585";"695317";"Thonnakkal_";"1600";"1000.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"0.00"
"3587";"686605";"Thalayolaparambu_";"2650";"1350.00";NULL;"115";"Cement";"50.00"
"3588";"682301";"Tripunithura_";"110";"300.00";NULL;"123";"Tiles_-_Vitrified";"50.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;NULL;"Kitchen_Taps";"52.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"123";"Tiles_-_Vitrified";"398.15"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"1.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"159";"Faucets";"5.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"161";"Shower_and_Shower_Accessories";"3.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"301";"Granites_and_Marbles";"100.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"1.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"312";"Electrical_Consumables";"2.20"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"337";"Fuses";"1.00"
"3589";"691507";"Thevalappuram_";"25000";"0.00";NULL;"357";"Electrical_Wires_and_Cables";"31.00"
"3590";"695571";"Malayam_";"2000";"1400.00";"Yet_to_start";"115";"Cement";"100.00"
"3591";"683545";"Thuruthy_";"1600";"0.00";NULL;"217";"Roofing_Tiles_and_Shingles";"1000.00"
"3591";"683545";"Thuruthy_";"1600";"0.00";NULL;"281";"Doors";"5.00"
"3592";"686105";"Thrickodithanam_";"1500";"0.00";NULL;"168";"Kitchen_Sinks";"1.00"
"3592";"686105";"Thrickodithanam_";"1500";"0.00";NULL;"169";"Kitchen_Taps";"1.00"
"3592";"686105";"Thrickodithanam_";"1500";"0.00";NULL;"263";"Chimney";"1.00"
"3592";"686105";"Thrickodithanam_";"1500";"0.00";NULL;"264";"Hob";"1.00"
"3593";"670595";"Elampara_";"2200";"0.00";"Structure";"115";"Cement";"125.00"
"3594";"679121";"Shornur_";"970";"0.00";NULL;"115";"Cement";"0.00"
"3594";"679121";"Shornur_";"970";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"0.00"
"3594";"679121";"Shornur_";"970";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"0.00"
"3594";"679121";"Shornur_";"970";"0.00";NULL;"119";"Cement_Based_Bricks";"0.00"
"3594";"679121";"Shornur_";"970";"0.00";NULL;"271";"Dry_Mix_and_Ready_Mix_Mortar";"0.00"
"3595";"695017";"Sreekaryam_";"2300";"2500000.00";"Structure";;;"10.00"
"3595";"695017";"Sreekaryam_";"2300";"2500000.00";"Structure";"115";"Cement";"100.00"
"3595";"695017";"Sreekaryam_";"2300";"2500000.00";"Structure";"317";"Tata_Steel";"1550.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;;;"232.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"93.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;"268";"Pipe_Fittings";"1003.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;"305";"Plumbing_Valves_and_Accessories";"13.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;"311";"Common_Consumables";"822.00"
"3596";"676305";"Kannamangalam_West_";"2000";"0.00";NULL;"323";"Plumbing_Consumables";"110.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";NULL;"Common_Consumables";"86.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";"153";"Electrical_Switches__Sockets_and_Plugs";"46.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";"159";"Faucets";"3.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";"160";"WCs__Flushing_and_Accessories";"1.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";"258";"Cover_Plates_and_Mounting_Frames";"21.00"
"3598";"682019";"Vyttila_";"1000";"0.00";"Final";"259";"Boxes";"14.00"
